,0,1,2,3,4,5,6,7,8,9,10,11
0,my_alg,,,,,,,,,,,
1,run_id,scenario,src_only_loss,mean_loss,std_loss,best_mean_loss,best_std_loss,src_only_score,mean_score,std_score,best_mean_score,best_std_score
2,run_id:0,FD001_1-->FD002_0.6,59.2325,28.9815,0.0000,28.9815,0.0000,147058.9301,4708.6026,0.0000,4708.6026,0.0000
3,run_id:0,FD001_1-->FD003_0.6,73.1836,44.7381,0.0000,44.7381,0.0000,159686.5553,19730.8187,0.0000,19730.8187,0.0000
4,run_id:0,FD001_1-->FD004_0.6,61.4324,34.4609,0.0000,34.4609,0.0000,162458.1820,13663.7503,0.0000,13663.7503,0.0000
5,run_id:0,FD002_1-->FD001_0.6,56.9371,26.3442,0.0000,26.3442,0.0000,26725.2214,1340.7773,0.0000,1340.7773,0.0000
6,run_id:0,FD002_1-->FD003_0.6,59.3989,29.7708,0.0000,29.7708,0.0000,40009.6211,1685.0463,0.0000,1685.0463,0.0000
7,run_id:0,FD002_1-->FD004_0.6,58.7525,26.5366,0.0000,26.5366,0.0000,117236.3133,3224.1021,0.0000,3224.1021,0.0000
8,run_id:0,FD003_1-->FD001_0.6,55.4561,23.4085,0.0000,23.4085,0.0000,20966.5128,1276.5880,0.0000,1276.5880,0.0000
9,run_id:0,FD003_1-->FD002_0.6,59.8408,26.1527,0.0000,26.1527,0.0000,106396.9542,5675.5081,0.0000,5675.5081,0.0000
10,run_id:0,FD003_1-->FD004_0.6,49.9123,26.7219,0.0000,26.7219,0.0000,54345.1035,6751.8891,0.0000,6751.8891,0.0000
11,run_id:0,FD004_1-->FD001_0.6,42.5809,21.3292,0.0000,21.3292,0.0000,9574.1148,1433.2403,0.0000,1433.2403,0.0000
12,run_id:0,FD004_1-->FD002_0.6,46.2924,23.5882,0.0000,23.5882,0.0000,28765.9884,3110.7213,0.0000,3110.7213,0.0000
13,run_id:0,FD004_1-->FD003_0.6,46.2085,22.1111,0.0000,22.1111,0.0000,11121.5841,1379.9338,0.0000,1379.9338,0.0000
